"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CSX","CSX Corporation","72.57","$59.19B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/csx",
"CTIC","CTI BioPharma Corp.","0.9068","$52.58M","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","3.18","$11.8M","1997","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","32.52","$17.59B","2003","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctrp",
"CTS","CTS Corporation","30.97","$1.02B","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","29.6","$5.51B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","61.89","$1.93B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cub",
"CUE","Cue Biopharma, Inc.","6.5","$134.53M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CUI","CUI Global, Inc.","1.42","$40.54M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/cui",
"CFR","Cullen/Frost Bankers, Inc.","105.28","$6.63B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","25.59","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cfr^a",
"CULP","Culp, Inc.","18.65","$232.97M","n/a","Basic Industries","Textiles","https://www.nasdaq.com/symbol/culp",
"CPIX","Cumberland Pharmaceuticals Inc.","5.45","$84.63M","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",
"CMI","Cummins Inc.","154.07","$24.24B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cmi",
"CMLS","Cumulus Media Inc.","16.53","$272.48M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","1.13","$37.42M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CURO","CURO Group Holdings Corp.","10.62","$488.45M","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/curo",
"CW","Curtiss-Wright Corporation","120.96","$5.3B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","7.5992","$18.81M","2012","n/a","n/a","https://www.nasdaq.com/symbol/srf",
"SRV","Cushing MLP & Infrastructure Total Return Fund","10.07","$67.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srv",
"SZC","Cushing Renaissance Fund (The)","16.14","$125.98M","2012","n/a","n/a","https://www.nasdaq.com/symbol/szc",
"CWK","Cushman & Wakefield plc","18.52","$4B","2018","Finance","Real Estate","https://www.nasdaq.com/symbol/cwk",
"CUBI","Customers Bancorp, Inc","21.83","$676.12M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","25.9259","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","25.7783","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","25.78","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","25.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cubi^f",
"CUTR","Cutera, Inc.","15.1","$209.95M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","22.88","$3.21B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","4.32","$28.11M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",
"CVI","CVR Energy Inc.","41.41","$4.16B","2007","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","4.03","$456.53M","2011","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/uan",
"CVS","CVS Health Corporation","62.35","$80.63B","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"CYAN","Cyanotech Corporation","3.6","$21.01M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","104.11","$3.7B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","19.81","$140.22M","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.8447","$10.56M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.3","$1.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CBAY","CymaBay Therapeutics Inc.","10.18","$605.09M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",
"CTEK","CynergisTek, Inc.","4.7","$45.2M","2017","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ctek",
"CELP","Cypress Energy Partners, L.P.","7.46","$89.12M","2014","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/celp",
"CY","Cypress Semiconductor Corporation","15.55","$5.63B","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","2.43","$130.58M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","52.46","$5.55B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","7.21","$394.47M","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","17.59","$791.67M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc.","0.27","$3.56M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytx",
"CYTXZ","Cytori Therapeutics Inc.","0.0028","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cytxz",
"CTSO","Cytosorbents Corporation","8.23","$260.49M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","0.5976","$20.1M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cytr",
"DHI","D.R. Horton, Inc.","40.27","$15.04B","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/dhi",
"DJCO","Daily Journal Corp. (S.C.)","225.9","$311.91M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","8.22","$368.75M","1994","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dakt",
"DAN","Dana Incorporated","19.94","$2.88B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","112.43","$78.87B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dhr",
"DAC","Danaos Corporation","0.8494","$181.2M","2006","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","35.63","$458.34M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","111.1","$13.72B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dri",
"DARE","Dare Bioscience, Inc.","0.83","$9.48M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","0.74","$27.05M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.0932","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",
"DAR","Darling Ingredients Inc.","21.98","$3.62B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/dar",
"DZSI","DASAN Zhone Solutions, Inc.","13.79","$228.57M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DSKE","Daseke, Inc.","4.89","$315.18M","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dske",
"DSKEW","Daseke, Inc.","0.359","n/a","2015","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/dskew",
"DAIO","Data I/O Corporation","5.96","$50.3M","1981","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/daio",
"DTSS","Datasea Inc.","3.62","$69.7M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtss",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","50.19","$1.94B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","1.42","$36.93M","2015","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/dtea",
"DFNL","Davis Select Financial ETF","22.38","$143.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dfnl",
"DINT","Davis Select International ETF","17.34","$102.31M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dint",
"DUSA","Davis Select U.S. Equity ETF","22.24","$176.81M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dusa",
"DWLD","Davis Select Worldwide ETF","22.54","$198.35M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwld",
"DVA","DaVita Inc.","59.21","$9.83B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DWSN","Dawson Geophysical Company","3.74","$85.81M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dwsn",
"DXR","Daxor Corporation","17.1","$63.76M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxr",
"DBVT","DBV Technologies S.A.","7.97","$479.91M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dbvt",
"DCP","DCP Midstream LP","32.28","$4.63B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dcp",
"DCP^B","DCP Midstream LP","24.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^b",
"DCP^C","DCP Midstream LP","24.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dcp^c",
"DDMX","DD3 Acquisition Corp.","9.81","$70.86M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmx",
"DDMXU","DD3 Acquisition Corp.","10","$72.23M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxu",
"DDMXW","DD3 Acquisition Corp.","0.21","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ddmxw",
"DF","Dean Foods Company","4.66","$425.93M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/df",
"DCPH","Deciphera Pharmaceuticals, Inc.","26.46","$996.52M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dcph",
"DECK","Deckers Outdoor Corporation","143.26","$4.17B","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/deck",
"DE","Deere & Company","162.85","$52.09B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/de",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","8.9","$296.56M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","10.68","$403.32M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","1.6","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tacow",
"DEX","Delaware Enhanced Global Dividend","9.58","$121.31M","2007","n/a","n/a","https://www.nasdaq.com/symbol/dex",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","13.94","$67.43M","1993","n/a","n/a","https://www.nasdaq.com/symbol/vcf",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","12.82","$98.56M","1993","n/a","n/a","https://www.nasdaq.com/symbol/ddf",
"VFL","Delaware Investments Florida Insured Municipal Income Fund","12.31","$55.75M","1993","n/a","n/a","https://www.nasdaq.com/symbol/vfl",
"VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","12.31","$141.63M","1993","n/a","n/a","https://www.nasdaq.com/symbol/vmm",
"DKL","Delek Logistics Partners, L.P.","31.4","$766.01M","2012","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","36.18","$2.96B","2017","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/dk",
"DELL","Dell Technologies Inc.","55.54","$39.9B","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dell",
"DMPI","DelMar Pharmaceuticals, Inc.","0.332","$8.49M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmpi",
"DLPH","Delphi Technologies PLC","21.74","$1.92B","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","51.48","$35.3B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/dal",
"DLA","Delta Apparel, Inc.","24.31","$168.84M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/dla",
"DLX","Deluxe Corporation","49","$2.19B","n/a","Consumer Durables","Publishing","https://www.nasdaq.com/symbol/dlx",
"DNLI","Denali Therapeutics Inc.","20.81","$1.98B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dnli",
"DNR","Denbury Resources Inc.","2.14","$985.37M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dnr",
"DNN","Denison Mine Corp","0.5285","$311.38M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/dnn",
"DENN","Denny&#39;s Corporation","17.86","$1.12B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY SIRONA Inc.","41.76","$9.29B","1987","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xray",
"DERM","Dermira, Inc.","7.07","$297.79M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/derm",
"DESP","Despegar.com, Corp.","17.76","$1.23B","2017","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/desp",
"DEST","Destination Maternity Corporation","2.83","$40.89M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","2.6","$128.64M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","3.03","$48.13M","1995","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/dswl",
"DKT","Deutsch Bk Contingent Cap Tr V","25.55","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","8.66","$17.88B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","24.86","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","29.85","$13.98B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dvn",
"DXCM","DexCom, Inc.","146.25","$12.99B","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DFBH","DFB Healthcare Acquisitions Corp.","9.96","$311.25M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbh",
"DFBHU","DFB Healthcare Acquisitions Corp.","10.25","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhu",
"DFBHW","DFB Healthcare Acquisitions Corp.","1.15","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/dfbhw",
"DGSE","DGSE Companies, Inc.","0.409","$11.01M","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/dgse",
"DHX","DHI Group, Inc.","2.93","$155.86M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","4.25","$610.27M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dht",
"DHXM","DHX Media Ltd.","1.65","$222.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dhxm",
"DEO","Diageo plc","157.73","$95.32B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/deo",
"DMAC","DiaMedica Therapeutics Inc.","3.55","$42.45M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmac",
"DHIL","Diamond Hill Investment Group, Inc.","154.85","$543.76M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/dhil",
"DO","Diamond Offshore Drilling, Inc.","10.42","$1.43B","1995","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/do",
"FANG","Diamondback Energy, Inc.","102.13","$16.76B","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/fang",
"DRH","Diamondrock Hospitality Company","10.88","$2.26B","2005","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/drh",
"DCIX","Diana Containerships Inc.","0.83","$12M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dcix",
"DSX","Diana Shipping inc.","3.03","$314.41M","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","23.26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dsx^b",
"DRNA","Dicerna Pharmaceuticals, Inc.","10.74","$673.74M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DKS","Dick&#39;s Sporting Goods Inc","37.87","$3.72B","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","8.38","$637.92M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/dbd",
"DFFN","Diffusion Pharmaceuticals Inc.","2.73","$9.22M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",
"DGII","Digi International Inc.","13.56","$375.27M","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","25.56","$303.82M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","0.68","$13.76M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","3.405","$35.5M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"DLR","Digital Realty Trust, Inc.","116.37","$24.02B","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","26.21","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.1756","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","25.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","25.8952","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","23.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dlr^j",
"APPS","Digital Turbine, Inc.","2.98","$234.14M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DDS","Dillard&#39;s, Inc.","66.18","$1.76B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","26.57","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/ddt",
"DCOM","Dime Community Bancshares, Inc.","20.22","$729.8M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIN","Dine Brands Global, Inc.","99.49","$1.76B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/din",
"DIOD","Diodes Incorporated","41.03","$2.06B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DPLO","Diplomat Pharmacy, Inc.","13.46","$1B","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","71.21","$23.57B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/dfs",
"DISCA","Discovery, Inc.","29","$15.18B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","34.875","$18.26B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","27.29","$14.29B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","31.31","$14.65B","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","3.68","$23.99M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","0.92","$29.97M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DNI","Dividend and Income Fund","11.568","$142.88M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dni",
"DLHC","DLH Holdings Corp.","6.45","$77.63M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","35.43","$527.86M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","38.89","$168.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",
"DSS","Document Security Systems, Inc.","1.04","$17.49M","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/dss",
"DOCU","DocuSign, Inc.","53.83","$8.9B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","3.56","$92.25M","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"DLB","Dolby Laboratories","64.8","$6.65B","2005","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","118.46","$31.14B","2009","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dg",
"DLTR","Dollar Tree, Inc.","98.12","$23.35B","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","1.62","$22.88M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.1515","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpnw",
"D","Dominion Energy, Inc.","74.34","$60.07B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","48.8","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","24.38","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","253.01","$10.52B","2004","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dpz",
"DOMO","Domo, Inc.","32.19","$847.82M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/domo",
"UFS","Domtar Corporation","53.44","$3.47B","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","51.7","$6.61B","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/dci",
"DGICA","Donegal Group, Inc.","13.4","$380.09M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","12.06","$342.08M","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgicb",
"DFIN","Donnelley Financial Solutions, Inc.","16.43","$560.26M","2016","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dfin",
"DMLP","Dorchester Minerals, L.P.","18.67","$602.66M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dmlp",
"LPG","Dorian LPG Ltd.","6.1","$336.58M","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/lpg",
"DORM","Dorman Products, Inc.","89.49","$2.96B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"DSL","DoubleLine Income Solutions Fund","19.41","$1.97B","2013","n/a","n/a","https://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","19.66","$292.16M","2012","n/a","n/a","https://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","37.53","$851.97M","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","38.92","$6.61B","2006","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/dei",
"DOVA","Dova Pharmaceuticals, Inc.","7.46","$210.4M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"DOV","Dover Corporation","91.57","$13.4B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","2.88","$96.26M","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.03","$74.4M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/dvd",
"DWDP","DowDuPont Inc.","55.26","$124.6B","2017","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/dwdp",
"DPW","DPW Holdings, Inc.","0.0932","$10.35M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dpw",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","36","$5.97B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdy",
"LYL","Dragon Victory International Limited","1.5564","$17.78M","2017","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/lyl",
"DRD","DRDGOLD Limited","2.29","$157.34M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/drd",
"DCF","Dreyfus Alcentra","8.68","$129.86M","2017","n/a","n/a","https://www.nasdaq.com/symbol/dcf",
"DHF","Dreyfus High Yield Strategies Fund","3","$218.12M","1998","n/a","n/a","https://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","12.68","$233.08M","2013","n/a","n/a","https://www.nasdaq.com/symbol/dmb",
"DMF","Dreyfus Municipal Income, Inc.","8.08","$167.63M","1988","n/a","n/a","https://www.nasdaq.com/symbol/dmf",
